Date,Time,Module,Message
2023-12-08,08:30:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-12-08,08:30:00,AlarmService,"coming alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-08 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-08,08:30:00,AlarmService,require alarm screen
2023-12-08,08:30:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-12-08,08:30:00,AlarmService,start AlarmService#play
2023-12-08,08:30:00,AlarmKlaxon,start vibrator
2023-12-08,08:30:01,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-12-08,08:30:01,AlarmKlaxon,play normal ringtone
2023-12-08,08:30:01,DefaultPlaybackDelegate,system alarm volume: 15
2023-12-08,08:30:01,NotificationUtil,clearAlarmArrivingNotification
2023-12-08,08:30:01,AlarmHelper,clearAlarmArrivingAlarm
2023-12-08,08:30:01,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-09 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-08,08:30:01,AlarmHelper,setStatusBarIcon: true
2023-12-08,08:30:01,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-09 08:28:00
2023-12-08,08:30:01,Test,Set Shutdown Alarm Success.
2023-12-08,08:30:01,AlarmService,mi wearable exist: false
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,isScreenOn: false
2023-12-08,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-08,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-08,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-08,08:30:02,AlarmAlertFullScreenActivity,turn on screen
2023-12-08,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-08,08:30:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-12-08,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-08,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-08,08:30:39,AlarmAlertFullScreenActivity,"User manually dismissed, showLifePost:false"
2023-12-08,08:30:39,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-08 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-08,08:30:39,AlarmAlertFullScreenActivity,Alarm dismissed
2023-12-08,08:30:39,NotificationUtil,handle StopWatch Notification
2023-12-08,08:30:39,AlarmService,AlarmService onDestroy start
2023-12-08,08:30:39,AlarmService,AlarmService#stop start
2023-12-08,08:30:39,AlarmService,AlarmService#stop done
2023-12-08,08:30:39,AlarmService,AlarmService onDestroy finish in 30ms
2023-12-08,08:30:39,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-08,08:30:39,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-08,08:30:39,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-08,08:30:39,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-08,13:13:53,RingtoneHelper,updateRingtone start
2023-12-09,06:21:21,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-09,06:21:21,NotificationUtil,clearAlarmArrivingNotification
2023-12-09,06:21:21,AlarmHelper,clearAlarmArrivingAlarm
2023-12-09,06:21:21,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-09 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-09,06:21:21,AlarmHelper,setStatusBarIcon: true
2023-12-09,06:21:21,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-09 08:28:00
2023-12-09,06:21:21,Test,Set Shutdown Alarm Success.
2023-12-09,06:21:21,AlarmHelper,setZenMode
2023-12-09,07:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-12-09,07:30:01,NotificationUtil,showAlarmArrivingNotification
2023-12-09,08:15:02,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING_TRANSPARENT"
2023-12-09,08:24:39,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_DATA_PREPARE"
2023-12-09,08:30:00,AlarmService,onStartCommand triggered
2023-12-09,08:30:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-12-09,08:30:00,AlarmService,"coming alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-09 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-09,08:30:00,AlarmService,require alarm screen
2023-12-09,08:30:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-12-09,08:30:00,AlarmService,start AlarmService#play
2023-12-09,08:30:00,AlarmKlaxon,start vibrator
2023-12-09,08:30:01,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-12-09,08:30:01,AlarmKlaxon,play normal ringtone
2023-12-09,08:30:01,DefaultPlaybackDelegate,system alarm volume: 15
2023-12-09,08:30:01,NotificationUtil,clearAlarmArrivingNotification
2023-12-09,08:30:01,AlarmHelper,clearAlarmArrivingAlarm
2023-12-09,08:30:01,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-10 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-09,08:30:01,AlarmHelper,setStatusBarIcon: true
2023-12-09,08:30:01,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-10 08:28:00
2023-12-09,08:30:01,Test,Set Shutdown Alarm Success.
2023-12-09,08:30:01,AlarmService,mi wearable exist: false
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,isScreenOn: false
2023-12-09,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-09,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-09,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-09,08:30:02,AlarmAlertFullScreenActivity,turn on screen
2023-12-09,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-09,08:30:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-12-09,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-09,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-09,08:30:22,AlarmAlertFullScreenActivity,"User manually dismissed, showLifePost:false"
2023-12-09,08:30:22,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-09 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-09,08:30:22,AlarmAlertFullScreenActivity,Alarm dismissed
2023-12-09,08:30:22,NotificationUtil,handle StopWatch Notification
2023-12-09,08:30:22,AlarmService,AlarmService onDestroy start
2023-12-09,08:30:22,AlarmService,AlarmService#stop start
2023-12-09,08:30:22,AlarmService,AlarmService#stop done
2023-12-09,08:30:22,AlarmService,AlarmService onDestroy finish in 10ms
2023-12-09,08:30:22,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-09,08:30:22,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-09,08:30:22,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-09,08:30:23,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-09,13:16:42,RingtoneHelper,updateRingtone start
2023-12-10,07:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-12-10,07:30:01,NotificationUtil,showAlarmArrivingNotification
2023-12-10,08:15:00,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING_TRANSPARENT"
2023-12-10,08:24:14,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_DATA_PREPARE"
2023-12-10,08:30:00,AlarmService,onStartCommand triggered
2023-12-10,08:30:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-12-10,08:30:00,AlarmService,"coming alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-10 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-10,08:30:00,AlarmService,require alarm screen
2023-12-10,08:30:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-12-10,08:30:00,AlarmService,start AlarmService#play
2023-12-10,08:30:00,AlarmKlaxon,start vibrator
2023-12-10,08:30:01,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-12-10,08:30:01,AlarmKlaxon,play normal ringtone
2023-12-10,08:30:01,DefaultPlaybackDelegate,system alarm volume: 15
2023-12-10,08:30:01,NotificationUtil,clearAlarmArrivingNotification
2023-12-10,08:30:01,AlarmHelper,clearAlarmArrivingAlarm
2023-12-10,08:30:01,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-11 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-10,08:30:01,AlarmHelper,setStatusBarIcon: true
2023-12-10,08:30:01,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-11 08:28:00
2023-12-10,08:30:01,Test,Set Shutdown Alarm Success.
2023-12-10,08:30:01,AlarmService,mi wearable exist: false
2023-12-10,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-12-10,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,isScreenOn: false
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-12-10,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-12-10,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-10,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-10,08:30:03,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-12-10,08:30:03,AlarmAlertFullScreenActivity,turn on screen
2023-12-10,08:30:03,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-10,08:30:04,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-10,08:30:04,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-10,08:30:14,AlarmAlertFullScreenActivity,"User manually dismissed, showLifePost:false"
2023-12-10,08:30:14,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-10 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-10,08:30:14,AlarmAlertFullScreenActivity,Alarm dismissed
2023-12-10,08:30:15,NotificationUtil,handle StopWatch Notification
2023-12-10,08:30:15,AlarmService,AlarmService onDestroy start
2023-12-10,08:30:15,AlarmService,AlarmService#stop start
2023-12-10,08:30:15,AlarmService,AlarmService#stop done
2023-12-10,08:30:15,AlarmService,AlarmService onDestroy finish in 26ms
2023-12-10,08:30:15,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-10,08:30:15,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-10,08:30:15,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-10,08:30:15,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-10,13:20:19,RingtoneHelper,updateRingtone start
2023-12-11,07:30:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING"
2023-12-11,07:30:01,NotificationUtil,showAlarmArrivingNotification
2023-12-11,08:15:01,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_ARRIVING_TRANSPARENT"
2023-12-11,08:17:50,AlarmReceiver,"AlarmReceiver, action: com.android.deskclock.ALARM_DATA_PREPARE"
2023-12-11,08:30:00,AlarmService,onStartCommand triggered
2023-12-11,08:30:00,AlarmService,action: com.android.deskclock.ALARM_ALERT
2023-12-11,08:30:00,AlarmService,"coming alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-11 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,08:30:00,AlarmService,require alarm screen
2023-12-11,08:30:00,AlarmService,"extra Activity request for: isLocked=true, foreground=true"
2023-12-11,08:30:00,AlarmService,start AlarmService#play
2023-12-11,08:30:00,AlarmKlaxon,start vibrator
2023-12-11,08:30:01,AlarmKlaxon,prepare ringtone: Believer (Imagine Dragons) 320Kbps(Gomirchi.in)
2023-12-11,08:30:01,AlarmKlaxon,play normal ringtone
2023-12-11,08:30:01,DefaultPlaybackDelegate,system alarm volume: 15
2023-12-11,08:30:01,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,08:30:01,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,08:30:01,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,08:30:01,AlarmHelper,setStatusBarIcon: true
2023-12-11,08:30:01,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,08:30:01,Test,Set Shutdown Alarm Success.
2023-12-11,08:30:01,AlarmService,mi wearable exist: false
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate start
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onCreate end
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onNewIntent
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,isScreenOn: false
2023-12-11,08:30:01,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-11,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-11,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-11,08:30:02,AlarmAlertFullScreenActivity,turn on screen
2023-12-11,08:30:02,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onResume
2023-12-11,08:30:02,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: true"
2023-12-11,08:30:08,AlarmAlertFullScreenActivity,"User manually dismissed, showLifePost:false"
2023-12-11,08:30:08,AlarmService,"notifyMiWearable, mMiWearableExist: false alarm: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-11 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,08:30:08,AlarmAlertFullScreenActivity,Alarm dismissed
2023-12-11,08:30:08,NotificationUtil,handle StopWatch Notification
2023-12-11,08:30:08,AlarmService,AlarmService onDestroy start
2023-12-11,08:30:08,AlarmService,AlarmService#stop start
2023-12-11,08:30:08,AlarmService,AlarmService#stop done
2023-12-11,08:30:08,AlarmService,AlarmService onDestroy finish in 24ms
2023-12-11,08:30:08,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged
2023-12-11,08:30:08,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity onWindowFocusChanged toggleScreenButtonState() end
2023-12-11,08:30:08,AlarmAlertFullScreenActivity,"notifyPowerState, isEnter: false"
2023-12-11,08:30:08,AlarmAlertFullScreenActivity,AlarmAlertFullScreenActivity#onDestroy start
2023-12-11,13:12:34,RingtoneHelper,updateRingtone start
2023-12-11,18:30:05,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,18:30:05,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,18:30:05,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,18:30:05,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,18:30:05,AlarmHelper,setStatusBarIcon: true
2023-12-11,18:30:05,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,18:30:05,Test,Set Shutdown Alarm Success.
2023-12-11,18:30:05,AlarmHelper,setZenMode
2023-12-11,18:30:48,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,18:30:48,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,18:30:48,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,18:30:48,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,18:30:48,AlarmHelper,setStatusBarIcon: true
2023-12-11,18:30:48,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,18:30:49,Test,Set Shutdown Alarm Success.
2023-12-11,18:30:49,AlarmHelper,setZenMode
2023-12-11,18:43:32,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,18:43:32,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,18:43:32,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,18:43:32,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,18:43:32,AlarmHelper,setStatusBarIcon: true
2023-12-11,18:43:32,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,18:43:32,Test,Set Shutdown Alarm Success.
2023-12-11,18:43:32,AlarmHelper,setZenMode
2023-12-11,18:47:08,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,18:47:08,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,18:47:08,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,18:47:08,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,18:47:08,AlarmHelper,setStatusBarIcon: true
2023-12-11,18:47:08,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,18:47:08,Test,Set Shutdown Alarm Success.
2023-12-11,18:47:08,AlarmHelper,setZenMode
2023-12-11,20:31:51,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,20:31:51,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,20:31:51,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,20:31:51,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,20:31:51,AlarmHelper,setStatusBarIcon: true
2023-12-11,20:31:51,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,20:31:51,Test,Set Shutdown Alarm Success.
2023-12-11,20:31:51,AlarmHelper,setZenMode
2023-12-11,20:32:19,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,20:32:19,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,20:32:19,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,20:32:19,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,20:32:19,AlarmHelper,setStatusBarIcon: true
2023-12-11,20:32:19,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,20:32:19,Test,Set Shutdown Alarm Success.
2023-12-11,20:32:19,AlarmHelper,setZenMode
2023-12-11,23:06:50,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,23:06:50,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,23:06:50,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,23:06:50,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,23:06:50,AlarmHelper,setStatusBarIcon: true
2023-12-11,23:06:50,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,23:06:50,Test,Set Shutdown Alarm Success.
2023-12-11,23:06:50,AlarmHelper,setZenMode
2023-12-11,23:07:47,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,23:07:47,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,23:07:47,AlarmHelper,clearAlarmArrivingAlarm
2023-12-11,23:07:47,AlarmHelper,"register alarm to AlarmManager: Alarm:(id:2, enabled:true, hour:8, minutes:30, seconds:0, daysOfWeek:127, time:2023-12-12 08:30:00, vibrate:true, alert:file:///storage/emulated/0/MIUI/.ringtone/Believer%20(Imagine%20Dragons)%20320Kbps(Gomirchi.in).mp3, silent:false, deleteAfterUse:false, skipTime:0)"
2023-12-11,23:07:47,AlarmHelper,setStatusBarIcon: true
2023-12-11,23:07:47,ShutdownAlarm,Set Shutdown Alarm. System will boot at 2023-12-12 08:28:00
2023-12-11,23:07:47,Test,Set Shutdown Alarm Success.
2023-12-11,23:07:47,AlarmHelper,setZenMode
2023-12-11,23:14:40,AlarmInitReceiver,receive action: android.intent.action.TIME_SET
2023-12-11,23:14:41,NotificationUtil,clearAlarmArrivingNotification
2023-12-11,23:14:41,AlarmHelper,clearAlarmArrivingAlarm
